Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD002792,CUST8812,Blinkit,29:29.5,28,Beverages,155,"Fast delivery, great service!",5,No,No
ORD002793,CUST2276,Swiggy Instamart,03:29.5,33,Fruits & Vegetables,53,"Horrible experience, never ordering again.",1,No,Yes
ORD002796,CUST9510,JioMart,28:29.5,19,Personal Care,1133,"Easy to order, loved it!",5,No,No
ORD002797,CUST8291,JioMart,18:29.5,23,Snacks,434,"Fast delivery, great service!",5,No,No
ORD002800,CUST6629,Swiggy Instamart,24:29.5,45,Beverages,837,Excellent experience!,5,Yes,No
ORD002801,CUST2975,JioMart,11:29.5,25,Fruits & Vegetables,123,Wrong item delivered.,1,No,Yes
ORD002802,CUST7919,Blinkit,03:29.5,40,Beverages,568,Packaging could be better.,3,No,No
ORD002804,CUST8826,Blinkit,13:29.5,43,Beverages,869,"Very late delivery, not happy.",2,Yes,Yes
ORD002806,CUST4751,Swiggy Instamart,04:29.5,15,Fruits & Vegetables,408,"Fast delivery, great service!",5,No,No
ORD002807,CUST7276,Swiggy Instamart,19:29.5,22,Beverages,568,"Easy to order, loved it!",5,No,No
ORD002808,CUST2463,Blinkit,02:29.5,30,Dairy,364,Delivery person was rude.,2,No,Yes
ORD002809,CUST2678,Blinkit,45:29.5,27,Personal Care,1222,Very satisfied with the service.,5,No,No
ORD002810,CUST2690,JioMart,39:29.5,19,Dairy,182,"Easy to order, loved it!",5,No,No
ORD002811,CUST6133,JioMart,03:29.5,16,Grocery,1206,Delivery person was rude.,2,No,Yes
ORD002814,CUST3246,JioMart,27:29.5,35,Beverages,507,Packaging could be better.,3,No,No
ORD002815,CUST7270,JioMart,10:29.5,19,Personal Care,259,Wrong item delivered.,1,No,Yes
ORD002816,CUST3181,JioMart,15:29.5,48,Personal Care,1883,"Fast delivery, great service!",5,Yes,No
ORD002818,CUST2120,Swiggy Instamart,39:29.5,8,Beverages,171,Excellent experience!,5,No,No
ORD002820,CUST1138,Blinkit,14:29.5,40,Grocery,1494,Packaging could be better.,3,No,No
ORD002821,CUST3688,Blinkit,29:29.5,51,Dairy,291,"Fast delivery, great service!",5,Yes,No
ORD002822,CUST8210,Blinkit,23:29.5,39,Personal Care,1555,Delivery person was rude.,2,No,Yes
ORD002824,CUST4490,JioMart,23:29.5,20,Beverages,884,"Very late delivery, not happy.",2,No,Yes
ORD002825,CUST3480,Swiggy Instamart,25:29.5,22,Grocery,1166,Very satisfied with the service.,5,No,No
ORD002827,CUST8248,JioMart,26:29.5,25,Grocery,1334,"Easy to order, loved it!",5,No,No
ORD002829,CUST2420,Swiggy Instamart,04:29.5,31,Grocery,339,"Very late delivery, not happy.",2,No,Yes
ORD002832,CUST3017,Blinkit,43:29.5,33,Dairy,490,Quick and reliable!,5,No,No
ORD002835,CUST8035,Swiggy Instamart,45:29.5,40,Dairy,618,Wrong item delivered.,1,No,Yes
ORD002839,CUST5537,JioMart,51:29.5,37,Fruits & Vegetables,575,Quick and reliable!,5,No,No
ORD002840,CUST2380,Blinkit,37:29.5,29,Dairy,502,"Very late delivery, not happy.",2,No,Yes
ORD002843,CUST1439,Swiggy Instamart,41:29.5,27,Fruits & Vegetables,545,"Horrible experience, never ordering again.",1,No,Yes
ORD002844,CUST5942,JioMart,59:29.5,23,Personal Care,1681,Items missing from order.,2,No,Yes
ORD002845,CUST4366,Blinkit,01:29.5,45,Snacks,138,"Fast delivery, great service!",5,Yes,No
ORD002849,CUST7418,JioMart,31:29.5,33,Fruits & Vegetables,137,"Very late delivery, not happy.",2,No,Yes
ORD002850,CUST5842,JioMart,29:29.5,11,Fruits & Vegetables,477,Packaging could be better.,3,No,No
ORD002851,CUST1894,JioMart,20:29.5,39,Snacks,400,"Very late delivery, not happy.",2,No,Yes
ORD002854,CUST7322,Blinkit,14:29.5,35,Grocery,506,Good quality products.,4,No,No
ORD002855,CUST2847,Blinkit,44:29.5,21,Dairy,440,Wrong item delivered.,1,No,Yes
ORD002856,CUST4949,Swiggy Instamart,36:29.5,25,Fruits & Vegetables,586,"Very late delivery, not happy.",2,No,Yes
ORD002857,CUST9185,Swiggy Instamart,17:29.5,31,Personal Care,781,Delivery person was rude.,2,No,Yes
ORD002859,CUST9655,Swiggy Instamart,34:29.5,29,Personal Care,907,Very satisfied with the service.,5,No,No
ORD002860,CUST1197,Swiggy Instamart,54:29.5,13,Personal Care,802,Delivery person was rude.,2,No,Yes
ORD002862,CUST6185,Swiggy Instamart,46:29.5,46,Grocery,881,Quick and reliable!,5,Yes,No
ORD002863,CUST3162,Swiggy Instamart,10:29.5,32,Grocery,762,Very satisfied with the service.,5,No,No
ORD002864,CUST7337,Blinkit,38:29.5,28,Beverages,288,Delivery person was rude.,2,No,Yes
ORD002865,CUST7895,Swiggy Instamart,22:29.5,36,Grocery,1422,"Easy to order, loved it!",5,No,No
ORD002866,CUST6986,Blinkit,49:29.5,31,Dairy,102,Packaging could be better.,3,No,No
ORD002868,CUST3830,JioMart,58:29.5,39,Dairy,644,Quick and reliable!,5,No,No
ORD002869,CUST8717,JioMart,41:29.5,32,Beverages,596,"Very late delivery, not happy.",2,No,Yes
ORD002871,CUST1273,JioMart,57:29.5,28,Personal Care,514,Excellent experience!,5,No,No
ORD002873,CUST1225,JioMart,51:29.5,37,Grocery,219,"Not fresh, disappointed.",2,No,Yes
ORD002875,CUST4534,Swiggy Instamart,32:29.5,53,Fruits & Vegetables,524,Very satisfied with the service.,5,Yes,No
ORD002876,CUST1652,JioMart,58:29.5,24,Grocery,310,Wrong item delivered.,1,No,Yes
ORD002878,CUST7520,Swiggy Instamart,02:29.5,40,Beverages,960,Very satisfied with the service.,5,No,No
ORD002880,CUST5693,JioMart,57:29.5,35,Beverages,623,Excellent experience!,5,No,No
ORD002881,CUST9209,Swiggy Instamart,27:29.5,45,Snacks,176,Items missing from order.,2,Yes,Yes
ORD002888,CUST3501,Swiggy Instamart,18:29.5,25,Snacks,106,"Horrible experience, never ordering again.",1,No,Yes
ORD002889,CUST5546,Swiggy Instamart,07:29.5,22,Grocery,1310,"Fast delivery, great service!",5,No,No
ORD002890,CUST2369,Swiggy Instamart,30:29.5,27,Fruits & Vegetables,401,Delivery person was rude.,2,No,Yes
ORD002891,CUST6077,Blinkit,36:29.5,25,Personal Care,787,Wrong item delivered.,1,No,Yes
ORD002893,CUST9377,Blinkit,42:29.5,16,Snacks,274,"Easy to order, loved it!",5,No,No
ORD002894,CUST4329,JioMart,33:29.5,39,Grocery,250,Very satisfied with the service.,5,No,No
ORD002895,CUST3545,JioMart,17:29.5,36,Fruits & Vegetables,65,Quick and reliable!,5,No,No
ORD002896,CUST9788,Blinkit,38:29.5,20,Dairy,713,Quick and reliable!,5,No,No
ORD002897,CUST6353,Swiggy Instamart,04:29.5,17,Dairy,707,Very satisfied with the service.,5,No,No
ORD002898,CUST7401,JioMart,01:29.5,35,Beverages,807,Items missing from order.,2,No,Yes
ORD002899,CUST2083,Blinkit,12:29.5,35,Fruits & Vegetables,141,"Not fresh, disappointed.",2,No,Yes
ORD002900,CUST6081,Swiggy Instamart,22:29.5,22,Fruits & Vegetables,459,"Fast delivery, great service!",5,No,No
ORD002902,CUST4909,Swiggy Instamart,49:29.5,25,Beverages,708,Wrong item delivered.,1,No,Yes
ORD002903,CUST1948,Swiggy Instamart,18:29.5,5,Personal Care,319,Good quality products.,4,No,No
ORD002904,CUST5005,Swiggy Instamart,25:29.5,35,Snacks,272,"Easy to order, loved it!",5,No,No
ORD002906,CUST8118,JioMart,42:29.5,31,Grocery,964,"Not fresh, disappointed.",2,No,Yes
ORD002907,CUST2900,JioMart,42:29.5,47,Fruits & Vegetables,185,Good quality products.,4,Yes,No
ORD002909,CUST1901,Blinkit,35:29.5,36,Fruits & Vegetables,259,"Fast delivery, great service!",5,No,No
ORD002912,CUST2956,JioMart,45:29.5,45,Personal Care,1749,Packaging could be better.,3,Yes,No
ORD002915,CUST1185,Swiggy Instamart,08:29.5,33,Beverages,828,Quick and reliable!,5,No,No
ORD002916,CUST3684,Swiggy Instamart,34:29.5,34,Grocery,1263,"Horrible experience, never ordering again.",1,No,Yes
ORD002917,CUST9133,Swiggy Instamart,11:29.5,36,Beverages,591,"Horrible experience, never ordering again.",1,No,Yes
ORD002918,CUST6680,Blinkit,12:29.5,35,Snacks,354,"Easy to order, loved it!",5,No,No
ORD002919,CUST9568,JioMart,33:29.5,24,Dairy,598,Good quality products.,4,No,No
ORD002920,CUST9474,JioMart,22:29.5,25,Snacks,388,Excellent experience!,5,No,No
ORD002921,CUST5247,Blinkit,21:29.5,32,Dairy,679,Excellent experience!,5,No,No
ORD002922,CUST3735,Swiggy Instamart,55:29.5,11,Grocery,946,Wrong item delivered.,1,No,Yes
ORD002924,CUST3079,Blinkit,32:29.5,24,Beverages,776,Very satisfied with the service.,5,No,No
ORD002925,CUST5403,JioMart,47:29.5,40,Dairy,217,Wrong item delivered.,1,No,Yes
ORD002926,CUST2934,Blinkit,18:29.5,10,Snacks,475,"Not fresh, disappointed.",2,No,Yes
ORD002927,CUST1480,Swiggy Instamart,12:29.5,34,Personal Care,1704,"Easy to order, loved it!",5,No,No
ORD002928,CUST6488,JioMart,21:29.5,32,Grocery,808,"Easy to order, loved it!",5,No,No
ORD002929,CUST8034,Blinkit,59:29.5,31,Beverages,707,"Easy to order, loved it!",5,No,No
ORD002930,CUST5456,JioMart,26:29.5,43,Snacks,466,Quick and reliable!,5,Yes,No
ORD002931,CUST9582,JioMart,45:29.5,30,Dairy,250,"Horrible experience, never ordering again.",1,No,Yes
ORD002932,CUST2046,JioMart,49:29.5,32,Beverages,872,"Fast delivery, great service!",5,No,No
ORD002933,CUST5308,JioMart,42:29.5,17,Grocery,1439,Quick and reliable!,5,No,No
ORD002934,CUST2262,Blinkit,26:29.5,31,Fruits & Vegetables,130,"Fast delivery, great service!",5,No,No
ORD002935,CUST9128,Swiggy Instamart,01:29.5,27,Beverages,448,"Fast delivery, great service!",5,No,No
ORD002936,CUST8457,Blinkit,47:29.5,27,Personal Care,620,Packaging could be better.,3,No,No
ORD002937,CUST9368,Blinkit,33:29.5,14,Fruits & Vegetables,438,Wrong item delivered.,1,No,Yes
ORD002938,CUST6900,Blinkit,08:29.5,47,Dairy,438,Delivery person was rude.,2,Yes,Yes
ORD002939,CUST1908,Swiggy Instamart,18:29.5,20,Beverages,926,Wrong item delivered.,1,No,Yes
ORD002941,CUST3734,JioMart,50:29.5,15,Beverages,780,Very satisfied with the service.,5,No,No
ORD002942,CUST7024,JioMart,20:29.5,15,Personal Care,1084,Wrong item delivered.,1,No,Yes
ORD002943,CUST3577,Swiggy Instamart,19:29.5,15,Grocery,1251,"Fast delivery, great service!",5,No,No
ORD002944,CUST5179,JioMart,37:29.5,45,Grocery,1261,"Horrible experience, never ordering again.",1,Yes,Yes
ORD002945,CUST2685,Swiggy Instamart,03:29.5,13,Dairy,178,"Not fresh, disappointed.",2,No,Yes
ORD002947,CUST4742,JioMart,49:29.5,25,Beverages,290,"Very late delivery, not happy.",2,No,Yes
ORD002948,CUST9336,Blinkit,39:29.5,22,Personal Care,130,"Easy to order, loved it!",5,No,No
ORD002950,CUST1721,Blinkit,13:29.5,25,Grocery,1251,Wrong item delivered.,1,No,Yes
ORD002951,CUST1201,Blinkit,05:29.5,17,Dairy,755,Excellent experience!,5,No,No
ORD002952,CUST5006,Blinkit,40:29.5,39,Beverages,788,"Horrible experience, never ordering again.",1,No,Yes
ORD002954,CUST8729,Swiggy Instamart,07:29.5,42,Beverages,607,Very satisfied with the service.,5,Yes,No
ORD002955,CUST6963,JioMart,15:29.5,10,Dairy,138,"Very late delivery, not happy.",2,No,Yes
ORD002957,CUST3458,JioMart,53:29.5,14,Snacks,436,"Easy to order, loved it!",5,No,No
ORD002958,CUST3932,Blinkit,11:29.5,35,Grocery,806,"Not fresh, disappointed.",2,No,Yes
ORD002959,CUST1579,Swiggy Instamart,30:29.5,24,Fruits & Vegetables,314,Packaging could be better.,3,No,No
ORD002960,CUST7870,Swiggy Instamart,29:29.5,53,Personal Care,856,"Easy to order, loved it!",5,Yes,No
ORD002964,CUST7819,Blinkit,49:29.5,20,Snacks,149,Excellent experience!,5,No,No
ORD002965,CUST6241,JioMart,24:29.5,21,Grocery,479,"Fast delivery, great service!",5,No,No
ORD002966,CUST5444,Blinkit,52:29.5,45,Beverages,759,Excellent experience!,5,Yes,No
ORD002970,CUST9225,Swiggy Instamart,00:29.5,34,Snacks,235,Very satisfied with the service.,5,No,No
ORD002971,CUST1862,JioMart,50:29.5,26,Personal Care,191,"Fast delivery, great service!",5,No,No
ORD002973,CUST4656,Swiggy Instamart,10:29.5,17,Personal Care,619,Packaging could be better.,3,No,No
ORD002974,CUST9450,JioMart,51:29.5,20,Beverages,115,Items missing from order.,2,No,Yes
ORD002976,CUST7568,Blinkit,53:29.5,32,Beverages,379,Quick and reliable!,5,No,No
ORD002978,CUST8620,Blinkit,10:29.5,36,Dairy,207,Delivery person was rude.,2,No,Yes
ORD002979,CUST5625,Blinkit,28:29.5,25,Dairy,118,Very satisfied with the service.,5,No,No
ORD002980,CUST6090,Swiggy Instamart,09:29.5,19,Snacks,175,Items missing from order.,2,No,Yes
ORD002982,CUST2415,Swiggy Instamart,30:29.5,15,Beverages,907,Quick and reliable!,5,No,No
ORD002984,CUST1130,Swiggy Instamart,26:29.5,36,Fruits & Vegetables,236,Good quality products.,4,No,No
ORD002986,CUST4287,JioMart,07:29.5,24,Personal Care,1087,"Not fresh, disappointed.",2,No,Yes
ORD002987,CUST5777,Swiggy Instamart,21:29.5,29,Dairy,462,Items missing from order.,2,No,Yes
ORD002988,CUST5979,JioMart,11:29.5,25,Grocery,950,Packaging could be better.,3,No,No
ORD002990,CUST8600,Blinkit,13:29.5,39,Beverages,380,Good quality products.,4,No,No
ORD002991,CUST7033,Swiggy Instamart,03:29.5,37,Snacks,303,Packaging could be better.,3,No,No
ORD002992,CUST9083,Blinkit,28:29.5,33,Personal Care,406,Items missing from order.,2,No,Yes
ORD002993,CUST4201,Swiggy Instamart,43:29.5,30,Dairy,762,Delivery person was rude.,2,No,Yes
ORD002995,CUST5016,Blinkit,48:29.5,33,Dairy,151,Wrong item delivered.,1,No,Yes
ORD002996,CUST3466,JioMart,19:29.5,20,Personal Care,791,Delivery person was rude.,2,No,Yes
ORD002998,CUST7718,Blinkit,17:29.5,20,Fruits & Vegetables,608,Excellent experience!,5,No,No
ORD002999,CUST1391,Swiggy Instamart,01:29.5,23,Personal Care,671,"Horrible experience, never ordering again.",1,No,Yes
ORD003001,CUST9872,Swiggy Instamart,05:29.5,37,Snacks,139,Delivery person was rude.,2,No,Yes
ORD003002,CUST6675,Swiggy Instamart,51:29.5,19,Beverages,451,"Not fresh, disappointed.",2,No,Yes
ORD003005,CUST1023,JioMart,22:29.5,42,Fruits & Vegetables,497,Delivery person was rude.,2,Yes,Yes
ORD003006,CUST7164,Swiggy Instamart,10:29.5,33,Snacks,221,Very satisfied with the service.,5,No,No
ORD003008,CUST2703,Swiggy Instamart,52:29.5,27,Snacks,164,"Horrible experience, never ordering again.",1,No,Yes
ORD003009,CUST4361,JioMart,38:29.5,37,Grocery,944,Quick and reliable!,5,No,No
ORD003010,CUST9680,Swiggy Instamart,03:29.5,20,Grocery,897,"Not fresh, disappointed.",2,No,Yes
ORD003011,CUST4902,Blinkit,43:29.5,43,Dairy,667,Delivery person was rude.,2,Yes,Yes
ORD003013,CUST9061,Swiggy Instamart,21:29.5,35,Grocery,1308,"Fast delivery, great service!",5,No,No
ORD003015,CUST3332,Blinkit,23:29.5,42,Fruits & Vegetables,452,Quick and reliable!,5,Yes,No
ORD003016,CUST5584,JioMart,52:29.5,30,Dairy,379,Packaging could be better.,3,No,No
ORD003018,CUST1719,Swiggy Instamart,21:29.5,18,Grocery,1448,Wrong item delivered.,1,No,Yes
ORD003020,CUST9515,Blinkit,04:29.5,33,Personal Care,1372,"Easy to order, loved it!",5,No,No
ORD003021,CUST7767,Blinkit,48:29.5,54,Fruits & Vegetables,164,Very satisfied with the service.,5,Yes,No
ORD003022,CUST7102,Swiggy Instamart,53:29.5,26,Fruits & Vegetables,299,Items missing from order.,2,No,Yes
ORD003025,CUST2565,JioMart,44:29.5,28,Dairy,281,Wrong item delivered.,1,No,Yes
ORD003027,CUST3187,JioMart,57:29.5,26,Grocery,337,Wrong item delivered.,1,No,Yes
ORD003028,CUST7461,JioMart,58:29.5,28,Personal Care,1137,"Very late delivery, not happy.",2,No,Yes
ORD003029,CUST2226,Swiggy Instamart,32:29.5,39,Grocery,1107,Delivery person was rude.,2,No,Yes
ORD003032,CUST3141,JioMart,00:29.5,38,Dairy,217,"Not fresh, disappointed.",2,No,Yes
ORD003033,CUST4879,Blinkit,54:29.5,37,Snacks,489,"Easy to order, loved it!",5,No,No
ORD003034,CUST5778,Swiggy Instamart,31:29.5,39,Grocery,776,Delivery person was rude.,2,No,Yes
ORD003035,CUST5276,Swiggy Instamart,03:29.5,21,Beverages,650,Excellent experience!,5,No,No
ORD003036,CUST6161,Swiggy Instamart,41:29.5,39,Dairy,277,Items missing from order.,2,No,Yes
ORD003038,CUST6345,Blinkit,32:29.5,56,Grocery,479,Quick and reliable!,5,Yes,No
ORD003039,CUST6211,Swiggy Instamart,07:29.5,34,Snacks,359,"Fast delivery, great service!",5,No,No
ORD003040,CUST8417,Blinkit,37:29.5,40,Personal Care,654,Excellent experience!,5,No,No
ORD003041,CUST5455,Swiggy Instamart,02:29.5,34,Fruits & Vegetables,426,"Fast delivery, great service!",5,No,No
ORD003042,CUST4827,Blinkit,03:29.5,36,Fruits & Vegetables,522,Very satisfied with the service.,5,No,No
ORD003043,CUST2223,JioMart,51:29.5,40,Fruits & Vegetables,621,Quick and reliable!,5,No,No
ORD003044,CUST4321,JioMart,39:29.5,13,Snacks,402,"Fast delivery, great service!",5,No,No
ORD003046,CUST2785,Blinkit,31:29.5,33,Snacks,393,Items missing from order.,2,No,Yes
ORD003048,CUST2731,JioMart,42:29.5,14,Beverages,430,"Fast delivery, great service!",5,No,No
ORD003049,CUST3693,JioMart,32:29.5,25,Fruits & Vegetables,536,Quick and reliable!,5,No,No
ORD003052,CUST6145,Blinkit,05:29.5,32,Beverages,951,Good quality products.,4,No,No
ORD003053,CUST7660,Blinkit,58:29.5,20,Fruits & Vegetables,592,Items missing from order.,2,No,Yes
ORD003054,CUST2978,Blinkit,39:29.5,31,Dairy,754,"Horrible experience, never ordering again.",1,No,Yes
ORD003055,CUST9780,Blinkit,25:29.5,33,Beverages,862,"Very late delivery, not happy.",2,No,Yes
ORD003056,CUST6870,Swiggy Instamart,53:29.5,17,Grocery,1241,Wrong item delivered.,1,No,Yes
ORD003057,CUST4401,Blinkit,10:29.5,16,Fruits & Vegetables,327,"Horrible experience, never ordering again.",1,No,Yes
ORD003059,CUST6051,Swiggy Instamart,50:29.5,31,Beverages,532,Wrong item delivered.,1,No,Yes
ORD003060,CUST8591,Blinkit,28:29.5,19,Fruits & Vegetables,89,Quick and reliable!,5,No,No
ORD003061,CUST5341,JioMart,15:29.5,25,Dairy,333,"Horrible experience, never ordering again.",1,No,Yes
ORD003063,CUST2481,JioMart,47:29.5,20,Dairy,625,"Very late delivery, not happy.",2,No,Yes
ORD003064,CUST3582,Blinkit,31:29.5,45,Grocery,756,"Fast delivery, great service!",5,Yes,No
ORD003065,CUST5984,Blinkit,00:29.5,35,Beverages,854,"Fast delivery, great service!",5,No,No
ORD003066,CUST1660,Blinkit,26:29.5,38,Snacks,202,"Very late delivery, not happy.",2,No,Yes
ORD003068,CUST6370,Swiggy Instamart,03:29.5,36,Snacks,111,Delivery person was rude.,2,No,Yes
ORD003072,CUST6828,JioMart,12:29.5,51,Personal Care,1148,Packaging could be better.,3,Yes,No
ORD003073,CUST7492,Swiggy Instamart,52:29.5,43,Personal Care,1057,Packaging could be better.,3,Yes,No
ORD003074,CUST9412,Blinkit,41:29.5,28,Dairy,324,Very satisfied with the service.,5,No,No
ORD003075,CUST1802,Blinkit,22:29.5,22,Fruits & Vegetables,568,Excellent experience!,5,No,No
ORD003076,CUST5896,Swiggy Instamart,21:29.5,25,Dairy,447,"Easy to order, loved it!",5,No,No
ORD003078,CUST3848,Swiggy Instamart,49:29.5,30,Beverages,194,Very satisfied with the service.,5,No,No
ORD003079,CUST1509,Swiggy Instamart,18:29.5,40,Fruits & Vegetables,61,Excellent experience!,5,No,No
ORD003081,CUST8408,Blinkit,44:29.5,33,Beverages,820,"Easy to order, loved it!",5,No,No
ORD003082,CUST5093,Swiggy Instamart,17:29.5,35,Personal Care,134,Quick and reliable!,5,No,No
ORD003083,CUST2551,Blinkit,17:29.5,28,Personal Care,510,"Easy to order, loved it!",5,No,No
ORD003088,CUST1195,Swiggy Instamart,38:29.5,40,Personal Care,1920,"Horrible experience, never ordering again.",1,No,Yes
ORD003089,CUST2010,Swiggy Instamart,20:29.5,35,Personal Care,1234,Items missing from order.,2,No,Yes
ORD003090,CUST4641,Swiggy Instamart,15:29.5,37,Beverages,604,"Horrible experience, never ordering again.",1,No,Yes
ORD003092,CUST4246,Blinkit,35:29.5,32,Grocery,577,Wrong item delivered.,1,No,Yes
ORD003094,CUST7098,Swiggy Instamart,53:29.5,52,Personal Care,860,"Very late delivery, not happy.",2,Yes,Yes
ORD003095,CUST2376,JioMart,25:29.5,41,Fruits & Vegetables,405,Good quality products.,4,Yes,No
ORD003096,CUST5240,Swiggy Instamart,21:29.5,32,Beverages,687,"Very late delivery, not happy.",2,No,Yes
ORD003097,CUST2228,JioMart,20:29.5,35,Dairy,319,Good quality products.,4,No,No
ORD003098,CUST1357,Swiggy Instamart,05:29.5,37,Dairy,656,Excellent experience!,5,No,No
ORD003099,CUST2056,JioMart,19:29.5,9,Snacks,285,Excellent experience!,5,No,No
ORD003100,CUST4239,JioMart,11:29.5,18,Snacks,69,Packaging could be better.,3,No,No
ORD003101,CUST8265,JioMart,58:29.5,31,Dairy,715,Delivery person was rude.,2,No,Yes
ORD003102,CUST3110,Blinkit,14:29.5,29,Grocery,694,"Horrible experience, never ordering again.",1,No,Yes
ORD003103,CUST2506,JioMart,26:29.5,26,Snacks,481,"Easy to order, loved it!",5,No,No
ORD003106,CUST1699,JioMart,45:29.5,14,Beverages,222,Good quality products.,4,No,No
ORD003107,CUST8552,Swiggy Instamart,29:29.5,16,Fruits & Vegetables,62,"Very late delivery, not happy.",2,No,Yes
ORD003109,CUST3752,JioMart,01:29.5,35,Fruits & Vegetables,696,Very satisfied with the service.,5,No,No
ORD003110,CUST8096,Blinkit,54:29.5,27,Fruits & Vegetables,325,"Not fresh, disappointed.",2,No,Yes
ORD003111,CUST7471,JioMart,52:29.5,24,Fruits & Vegetables,492,"Easy to order, loved it!",5,No,No
ORD003113,CUST1483,Swiggy Instamart,21:29.5,36,Snacks,374,Items missing from order.,2,No,Yes
ORD003115,CUST7990,Blinkit,34:29.5,48,Grocery,1487,Quick and reliable!,5,Yes,No
ORD003116,CUST3831,Blinkit,41:29.5,31,Grocery,504,"Very late delivery, not happy.",2,No,Yes
ORD003117,CUST6799,Swiggy Instamart,14:29.5,39,Personal Care,624,"Fast delivery, great service!",5,No,No
ORD003118,CUST4517,Swiggy Instamart,54:29.5,20,Beverages,469,Quick and reliable!,5,No,No
ORD003119,CUST4066,Blinkit,50:29.5,16,Dairy,391,Wrong item delivered.,1,No,Yes
ORD003121,CUST5585,Swiggy Instamart,48:29.5,35,Fruits & Vegetables,700,Quick and reliable!,5,No,No
ORD003122,CUST8307,Blinkit,20:29.5,28,Dairy,205,Very satisfied with the service.,5,No,No
ORD003123,CUST3435,Swiggy Instamart,38:29.5,28,Dairy,523,Delivery person was rude.,2,No,Yes
ORD003124,CUST1567,JioMart,19:29.5,32,Personal Care,1304,Items missing from order.,2,No,Yes
ORD003127,CUST9173,JioMart,48:29.5,24,Personal Care,985,Good quality products.,4,No,No
ORD003128,CUST7750,Swiggy Instamart,57:29.5,15,Personal Care,1092,Very satisfied with the service.,5,No,No
ORD003130,CUST1999,JioMart,33:29.5,25,Fruits & Vegetables,73,"Fast delivery, great service!",5,No,No
ORD003131,CUST2437,Blinkit,16:29.5,42,Dairy,675,"Fast delivery, great service!",5,Yes,No
ORD003137,CUST9614,JioMart,52:29.5,23,Snacks,306,Quick and reliable!,5,No,No
ORD003142,CUST6883,Blinkit,33:29.5,25,Snacks,250,Excellent experience!,5,No,No
ORD003143,CUST8859,JioMart,33:29.5,31,Dairy,758,"Not fresh, disappointed.",2,No,Yes
ORD003144,CUST9921,Blinkit,05:29.5,28,Snacks,470,"Not fresh, disappointed.",2,No,Yes
ORD003145,CUST8940,JioMart,17:29.5,33,Grocery,742,Excellent experience!,5,No,No
ORD003146,CUST6636,JioMart,03:29.5,14,Snacks,447,Quick and reliable!,5,No,No
ORD003147,CUST9231,Swiggy Instamart,24:29.5,29,Dairy,726,"Not fresh, disappointed.",2,No,Yes
ORD003150,CUST5430,Swiggy Instamart,14:29.5,27,Personal Care,848,Very satisfied with the service.,5,No,No
ORD003151,CUST3946,Swiggy Instamart,09:29.5,29,Personal Care,747,Quick and reliable!,5,No,No
ORD003152,CUST1427,JioMart,09:29.5,33,Grocery,1392,Quick and reliable!,5,No,No
ORD003156,CUST5602,JioMart,32:29.5,29,Snacks,439,Good quality products.,4,No,No
ORD003157,CUST1959,Swiggy Instamart,39:29.5,28,Dairy,240,Very satisfied with the service.,5,No,No
ORD003158,CUST8728,JioMart,59:29.5,10,Fruits & Vegetables,73,Packaging could be better.,3,No,No
ORD003160,CUST6856,Blinkit,41:29.5,14,Grocery,961,Delivery person was rude.,2,No,Yes
ORD003161,CUST4813,Blinkit,11:29.5,5,Fruits & Vegetables,539,Excellent experience!,5,No,No
ORD003163,CUST2640,Blinkit,47:29.5,34,Personal Care,661,Very satisfied with the service.,5,No,No
ORD003164,CUST5060,JioMart,49:29.5,13,Personal Care,988,Quick and reliable!,5,No,No
ORD003165,CUST4951,Blinkit,56:29.5,15,Grocery,1341,"Not fresh, disappointed.",2,No,Yes
ORD003166,CUST5366,Swiggy Instamart,56:29.5,22,Snacks,169,"Very late delivery, not happy.",2,No,Yes
ORD003169,CUST4594,Swiggy Instamart,10:29.5,35,Personal Care,1252,"Horrible experience, never ordering again.",1,No,Yes
ORD003172,CUST3846,JioMart,40:29.5,31,Snacks,257,Quick and reliable!,5,No,No
ORD003174,CUST4875,JioMart,57:29.5,30,Beverages,170,Items missing from order.,2,No,Yes
ORD003175,CUST6210,Blinkit,05:29.5,10,Beverages,301,"Very late delivery, not happy.",2,No,Yes
ORD003176,CUST6878,JioMart,46:29.5,32,Snacks,185,"Very late delivery, not happy.",2,No,Yes
ORD003177,CUST1462,Blinkit,14:29.5,24,Grocery,1293,"Horrible experience, never ordering again.",1,No,Yes
ORD003179,CUST3328,Blinkit,43:29.5,22,Grocery,1088,"Easy to order, loved it!",5,No,No
ORD003181,CUST9064,Swiggy Instamart,08:29.5,39,Personal Care,1650,"Fast delivery, great service!",5,No,No
ORD003183,CUST6063,Swiggy Instamart,22:29.5,22,Beverages,389,"Very late delivery, not happy.",2,No,Yes
ORD003184,CUST3876,Swiggy Instamart,11:29.5,16,Dairy,186,"Easy to order, loved it!",5,No,No
ORD003185,CUST9035,Swiggy Instamart,52:29.5,27,Beverages,211,"Very late delivery, not happy.",2,No,Yes
ORD003186,CUST1621,JioMart,13:29.5,31,Dairy,291,"Very late delivery, not happy.",2,No,Yes
ORD003187,CUST2478,JioMart,02:29.5,35,Fruits & Vegetables,248,"Fast delivery, great service!",5,No,No
